"FONDSID";"FST_FONDSTYPE_NR";"VAL_VALUTACODE";"FONDSNAAM";"NAAM_KORT";"SYMBOOL";"SYMBOOL_LONG";"CFI_CODE";"ISIN";"RECONCILIATIEISIN";"TICKER";"SYMBOLINDEX";"CUISP";"RIC";"BLOOMBERG";"MIC";"EXCANGE_SEGMENT";"EOD_DATETIME";"EXCANGE_NAME";"EXCANGE_TIMEZONE"
"8894498";"1000";"EUR";"ISEQ 20";"ISEQ 20";"IECP";"IECP";"TIMMMX";"IE00B0500264";"";"IECP";"";"";"";"";"XDUB";"Dublin";"7-12-2021 17:40:00";"Dublin";"W. Europe Standard Time"
"417203";"1000";"DKK";"OMX Copenhagen 20 [D]";"OMX Copenhagen 20 [D";"OMXC20";"OMXC20";"";"DX0000001376";"";"";"";"";"";"";"XCSE";"OMX Copenhagen";"7-12-2021 17:00:00";"OMX Copenhagen";"W. Europe Standard Time"
"417204";"1000";"SEK";"OMX Stockholm 30 [D]";"OMX Stockholm 30 [D]";"OMXS30";"OMXS30";"";"SE0000337842";"";"";"";"";"";"";"XSTO";"OMX Stockholm";"7-12-2021 17:30:00";"OMX Stockholm";"W. Europe Standard Time"
"2290663";"1000";"EUR";"AEX X5 SHORT ";"AEX X5 SHORT ";"AEX5S";"AEX5S";"";"QS0011230214";"";"AEX5S";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2290667";"1000";"EUR";"CAC 40 X10 SH";"CAC10S";"CAC10S";"CAC10S";"";"QS0011231659";"";"CA10S";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2290669";"1000";"EUR";"ACA3L Index";"ACA3L";"ACA3L";"ACA3L";"";"QS0011236005";"";"ACA3L";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2290681";"1000";"EUR";"SGO5L";"SGO5L";"SGO5L";"SGO5L";"";"QS0011249800";"";"SGO5L";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"415034";"1050";"HUF";"Hungarian Forint ( EUR / HUF)";"EUR / HUF";"EURHUF";"EURHUF";"";"EU0006169864";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"415035";"1050";"IDR";"Indonesian Rupiah (EUR / IDR)";"EUR / IDR";"EURIDR";"EURIDR";"";"EU0006169872";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"410012";"1050";"SGD";"Singapore Dollar (EUR / SGD)";"EUR / SGD";"EURSGD";"EURSGD";"";"EU0006169948";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"5175412";"1000";"EUR";"FTSE AIM Italia";"FTSE AIM Italia";"ITAIM";"ITAIM";"";"";"";"";"";"";"";"";"MTAA";"MTA INTERNATIONAL - GERMAN SHARES";"7-12-2021 17:36:00";"Milan";"W. Europe Standard Time"
"7266768";"1000";"EUR";"FTI index Cont Future";"FTI index Cont Futur";"FTI0Y";"FTI0Y";"";"";"";"FTI0Y";"";"";"";"";"XEUE";"Euronext Amsterdam futures";"7-12-2021 22:00:00";"Euronext Amsterdam futures";"W. Europe Standard Time"
"5068669";"1000";"EUR";"FTSE MIB Cont Future";"FTSE MIB Cont Future";"40118";"40118";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"5033038";"1000";"USD";"Ultra 10-year (TN) US Treasury Cont Fut";"Ultra 10-year (TN) U";"40124";"40124";"";"";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"5037445";"1000";"USD";"DJX Mini-Dow Jones Index";"DJX Mini-Dow Jones I";"DJX";"DJX.US";"";"BBG000NQ3HF9";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"5032767";"1000";"USD";"5-Year T-Note (ZF) Cont Futures";"5-Year T-Note (ZF) C";"40039";"40039";"";"";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"4852630";"1000";"USD";"U.S. Treasury Bond (ZB) Cont Futures";"U.S. Treasury Bond (";"38839";"38839";"";"";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"4852631";"1000";"USD";"Ultra U.S. Treasury Bo (UB) Cont Futures";"Ultra U.S. Treasury";"38756";"38756";"";"";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"2752935";"1050";"EUR";"NOK / EUR";"NOK / EUR";"NOKEUR";"NOKEUR";"";"";"BBG0013HQH37";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"2273856";"1000";"EUR";"Euronext Next Biotech";"Euronext Next Biotec";"BIOTK";"BIOTK";"";"QS0011095955";"";"BIOTK";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2273857";"1000";"EUR";"CAC 40 X3 LEV";"CAC 40 X3 LEV";"CAC3L";"CAC3L";"";"QS0011146857";"";"CAC3L";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2273878";"1000";"EUR";"CAC 40 X4 LEV";"CAC 40 X4 LEV";"CAC4L";"CAC4L";"";"QS0011206008";"";"CAC4L";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2273897";"1000";"EUR";"GSZ3L Index";"GSZ3L Index";"GSZ3L";"GSZ3L";"";"QS0011216734";"";"ENG3L";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2274003";"1000";"EUR";"RNO3L Index";"RNO3L";"RNO3L";"RNO3L";"";"QS0011216833";"";"RNO3L";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2274039";"1000";"EUR";"CAC 40 X6 SHORT";"CAC 40 X6 SHORT";"CAC6S";"CAC6S";"";"QS0011223532";"";"CAC6S";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2274050";"1000";"EUR";"AEX X5 LEVERAGE ";"AEX X5 LEVERAGE ";"AEX5L";"AEX5L";"";"QS0011230164";"";"AEX5L";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"7124766";"1000";"EUR";"Euronext Eurozone ESG Large 80";"Euronext Eurozone ES";"ENESG";"ENESG";"TIMMMX";"FR0013468832";"";"";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2986509";"1000";"EUR";"Stoxx Global 1800 EUR (price)";"Stoxx Global 1800 EU";"SXW1E";"SXW1E";"";"CH0111485204";"";"";"";"";"";"";"XEUR";"Eurex";"7-12-2021 22:04:00";"Eurex";"W. Europe Standard Time"
"3762928";"1000";"EUR";"Stoxx Global 3000 PR";"Stoxx Global 3000 PR";"SXGBMP";"SXGBMP";"";"CH0121742412";"";"";"";"";"";"";"XEUR";"Eurex";"7-12-2021 22:04:00";"Eurex";"W. Europe Standard Time"
"3760536";"1000";"EUR";"BEL Mid";"BEL Mid";"BELM";"BELM";"TIMMMX";"BE0389856130";"";"BELM";"";"";"";"";"XBRU";"Euronext Brussels";"7-12-2021 17:40:00";"Euronext Brussels";"W. Europe Standard Time"
"3762929";"1000";"EUR";"Stoxx Global 3000 NR";"Stoxx Global 3000 NR";"SXGBMR";"SXGBMR";"";"CH0121742420";"";"";"";"";"";"";"XEUR";"Eurex";"7-12-2021 22:04:00";"Eurex";"W. Europe Standard Time"
"3760539";"1000";"EUR";"BEL Small";"BEL Small";"BELS";"BELS";"TIMMMX";"BE0389857146";"";"BELS";"";"";"";"";"XBRU";"Euronext Brussels";"7-12-2021 17:40:00";"Euronext Brussels";"W. Europe Standard Time"
"421080";"1000";"NOK";"OBX Oslo Total Return [D]";"OBX Oslo Total Retur";"OBX";"OBX";"";"NO0000000021";"";"";"";"";"";"";"XOSL";"Oslo Bors";"7-12-2021 16:25:01";"Oslo Bors";"W. Europe Standard Time"
"206611";"1000";"USD";"S&P Midcap 400 Index";"S&P Midcap 400 Index";"MDM";"MDM";"";"";"";"";"";"";"";"MID";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"3685633";"1000";"EUR";"FTSE Italia PIR Mid Cap Index";"FTSE Italia PIR Mid";"ITPIRMC";"ITPIRMC";"";"";"";"";"";"";"";"";"MTAA";"MTA INTERNATIONAL - GERMAN SHARES";"7-12-2021 17:36:00";"Milan";"W. Europe Standard Time"
"203904";"1000";"EUR";"Euronext 150 index";"Euronext 150 index";"N150";"N150";"";"FR0003502087";"";"N150";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"203905";"1000";"EUR";"Irish Overall index";"Irish Overall index";"ISEQ";"ISEQ";"";"";"";"ISEQ";"";"";"";"";"XDUB";"Dublin";"7-12-2021 17:40:00";"Dublin";"W. Europe Standard Time"
"203906";"1000";"USD";"S&P 100 index";"S&P 100 index";"OEX";"OEX";"";"";"";"OEX";"";"";"";"";"XNYS";"NYSE";"7-12-2021 22:00:00";"NYSE";"Eastern Standard Time"
"204009";"1000";"EUR";"LuxX index";"LuxX index";"LUXXX";"LUXXX";"";"";"";"LUXXX";"";"";"";"";"XLUX";"Luxembourg";"7-12-2021 17:35:00";"Luxembourg";"W. Europe Standard Time"
"4618309";"1000";"USD";"Nyse Arca Biotechnology Index";"Nyse Arca Biotechnol";"37549";"37549";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"3609616";"1000";"USD";"Bitcoin (BTC/USD) future";"Bitcoin (BTC/USD) fu";"BTC";"BTC";"";"BB1234567890";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"3609617";"1000";"EUR";"AEX Dividend Point Index";"AEX Dividend Point";"AEXDI";"AEXDI";"";"QS0011158126";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"196881";"1000";"EUR";"AX2";"AX2";"AX2";"AX2";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"196626";"1000";"EUR";"AX1";"AX1";"AX1";"AX1";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"197593";"1000";"EUR";"AX4";"AX4";"AX4";"AX4";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"198464";"1000";"EUR";"AX5";"AX5";"AX5";"AX5";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"3557358";"1000";"EUR";"Mid-Term Euro-BTP Cont Future (FBTM)";"Mid-Term Euro-BTP Co";"28894";"28894";"";"DE000A1KQR10";"";"FBTM0Y";"";"";"";"";"XEUR";"Eurex";"7-12-2021 22:04:00";"Eurex";"W. Europe Standard Time"
"4601951";"1000";"EUR";"Euribor 3 maanden";"Euribor 3 maanden";"37354";"37354";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"3545164";"1000";"USD";"10-Year T-Note (ZN) Cont Futures";"10-Year T-Note (ZN)";"27999";"27999";"";"";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"3494743";"1000";"EUR";"CAC 40 X15 Leverage NR";"CAC 40 X15 Leverage";"CAC15L";"CAC15L";"";"FR0013186921";"";"";"";"";"";"C15LE";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2198898";"1000";"EUR";"STOXX Europe 600 Automobiles & Parts";"STOXX Europe 600 Aut";"SXZ5";"SXZ5";"";"EU0009658681";"";"";"";"";"";"";"XEUR";"Eurex";"7-12-2021 22:04:00";"Eurex";"W. Europe Standard Time"
"3473023";"1050";"CAD";"USD / CAD";"USD / CAD";"USDCAD";"USDCAD";"";"XC000A0AEM51";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"6887321";"1000";"USD";"MSCI World Index Cont Future";"MSCI World Index Con";"M1WO";"M1WO";"";"DE000A1RRXJ7";"";"FMWO";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"3366651";"1000";"USD";"Russell 2000 mini future";"Russell 2000 mini fu";"RUT";"RUT.US";"";"US7827001089";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"3362647";"1000";"EUR";"OES1";"OES1";"OES1";"OES1.DU";"";"";"";"";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"3362650";"1000";"EUR";"OES5";"OES5";"OES5";"OES5.DU";"";"";"";"";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"3362657";"1000";"EUR";"ODX4";"ODX4";"ODX4";"ODX4.DU";"";"";"";"";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"193827";"1000";"CHF";"Swiss Market Index";"Swiss Market Index";"SMI";"SMI";"";"CH0009980894";"";"SMI";"";"";"";"";"XSWX";"Zurich";"7-12-2021 17:30:00";"Zurich";"W. Europe Standard Time"
"193482";"1000";"EUR";"ATX Index";"ATX Index";"ATX";"ATX";"";"AT0000999982";"";"ATX";"";"";"";"";"XWBO";"Vienna";"7-12-2021 17:34:59";"Vienna";"W. Europe Standard Time"
"193485";"1000";"EUR";"PSI 20 Index";"PSI 20 Index";"PSI20";"PSI20";"";"PTING0200002";"";"PSI20";"";"";"";"";"XLIS";"Euronext Lisboa";"7-12-2021 17:40:00";"Euronext Lisboa";"GMT Standard Time"
"3362648";"1000";"EUR";"OES2";"OES2";"OES2";"OES2.DU";"";"";"";"";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"3362655";"1000";"EUR";"ODX1";"ODX1";"ODX1";"ODX1.DU";"";"";"";"";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"3362658";"1000";"EUR";"ODX5";"ODX5";"ODX5";"ODX5.DU";"";"";"";"";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"3362649";"1000";"EUR";"OES4";"OES4";"OES4";"OES4.DU";"";"";"";"";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"3362656";"1000";"EUR";"ODX2";"ODX2";"ODX2";"ODX2.DU";"";"";"";"";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"3349131";"1000";"EUR";"MOA";"MOA";"MOA";"MOA";"";"";"";"MOA";"";"";"";"";"XEUE";"Euronext Amsterdam Options";"7-12-2021 17:30:00";"Euronext Amsterdam options";"W. Europe Standard Time"
"4472405";"1000";"USD";"XSP Mini-SPX Index";"XSP Mini-SPX Index";"XSP";"XSP.US";"";"";"US78378X1072";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"4431488";"1000";"EUR";"Behoedzaam vanaf 02-01-2019";"Behoedzaam vanaf 02-";"36008";"36008";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"4431492";"1000";"EUR";"Zeer speculatief vanaf 02-01-2019";"Zeer speculatief van";"36012";"36012";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"3278872";"1050";"USD";"BRL / USD";"BRL / USD";"BRLUSD";"BRLUSD";"";"";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"3278869";"1050";"USD";"MXN / USD";"MXN / USD";"MXNUSD";"MXNUSD";"";"";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"4431490";"1000";"EUR";"Speculatief vanaf 02-01-2019";"Speculatief vanaf 02";"36131";"36131";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"4431487";"1000";"EUR";"Defensief vanaf 02-01-2019";"Defensief vanaf 02-0";"35919";"35919";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"4431489";"1000";"EUR";"Offensief vanaf 02-01-2019";"Offensief vanaf 02-0";"35977";"35977";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"3278911";"1050";"USD";"INR / USD";"INR / USD";"INRUSD";"INRUSD";"";"";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"3248756";"1000";"USD";"Brent Last Day Financial (BZ)";"Brent Last Day Finan";"BZ";"BZ.US";"";"";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"3191093";"1000";"EUR";"CAC40 Volatility Index";"CAC40 Vola Index";"VCAC";"VCAC";"";"QS0011052139";"";"";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"184689";"1000";"EUR";"Bel 20";"Bel 20";"BEL";"BEL";"TIMMMX";"BE0389555039";"";"BEL20";"";"";"";"";"XBRU";"Euronext Brussels";"7-12-2021 17:40:00";"Euronext Brussels";"W. Europe Standard Time"
"184809";"1000";"EUR";"AScX-Index";"AScX-Index";"ASCX";"ASCX";"";"NL0000249142";"";"ASCX";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"3168748";"1000";"USD";"Natural Gas Future";"Natural Gas Future";"NG";"NG";"";"";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"3168747";"1000";"USD";"E-Mini Crude Oil Future";"E-Mini Crude Oil Fut";"QM";"QM.US";"";"";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"4321046";"1000";"EUR";"OMSX";"OMSX";"OMSX";"OMSX";"";"";"";"";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"4321114";"1000";"USD";"Dummy Options SPXW";"Dummy Options SPXW";"SPXW";"SPXW.US";"";"";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"3117889";"1000";"EUR";"Barclays 1-5 Year Euro Corp Bond IDX";"Barclays 1-5 Year Eu";"B15YECB";"B15YECB";"";"BBG002TF8JQ2";"";"";"";"";"";"";"XEUR";"Eurex";"7-12-2021 22:04:00";"Eurex";"W. Europe Standard Time"
"3117890";"1000";"EUR";"BAM Weighted Low Risk Benchmark IDX";"BAM Weighted Low Ris";"AMBECONF";"AMBECONF";"";"";"";"";"";"";"";"";"XEUR";"Eurex";"7-12-2021 22:04:00";"Eurex";"W. Europe Standard Time"
"3164909";"1000";"USD";"Crude Oil CONT Future";"Crude Oil CONT Futur";"OIL-NYMEX";"OIL-NYMEX";"";"";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"2175820";"1000";"EUR";"STOXX Europe 600 Banks Index";"STOXX Europe 600 Ban";"ES600";"ES600";"";"EU0009658806";"";"";"";"";"";"";"XEUR";"Eurex";"7-12-2021 22:04:00";"Eurex";"W. Europe Standard Time"
"2147695";"1000";"EUR";"Zeer Speculatief vanaf 12-2015";"Zeer Speculatief van";"1069";"1069";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"2147686";"1000";"EUR";"Offensief 09-2014 tot 12-2015";"Offensief 09-2014 to";"1065";"1065";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"2149501";"1000";"EUR";"Behoedzaam tot 09-2014";"Behoedzaam tot 09-20";"1070";"1070";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"2149502";"1000";"EUR";"Offensief tot 09-2014";"Offensief tot 09-201";"1071";"1071";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"2149503";"1000";"EUR";"Speculatief tot 09-2014";"Speculatief tot 09-2";"1072";"1072";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"2149504";"1000";"EUR";"Zeer Speculatief tot 09-2014";"Zeer Speculatief tot";"1073";"1073";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"3117888";"1000";"EUR";"Barclays 3-5 Year Euro Treasury Bond IDX";"Barclays 3-5 Year Eu";"B35YETB";"B35YETB";"";"BBG002F06207";"";"";"";"";"";"";"XEUR";"Eurex";"7-12-2021 22:04:00";"Eurex";"W. Europe Standard Time"
"4273896";"1000";"EUR";"Markit iBoxx EUR Liquid Corporates Index";"Markit iBoxx EUR Liq";"IB8A";"IB8A";"";"DE0007200321";"";"";"";"";"";"";"XETR";"Frankfurt";"7-12-2021 17:34:59";"Frankfurt";"W. Europe Standard Time"
"2072885";"1000";"EUR";"Offensief vanaf 12-2015";"Offensief vanaf 12-2";"1063";"1063";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"2072886";"1000";"EUR";"Speculatief vanaf 12-2015";"Speculatief vanaf 12";"1064";"1064";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"2072884";"1000";"EUR";"Behoedzaam vanaf 12-2015";"Behoedzaam vanaf 12-";"1062";"1062";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"2072882";"1000";"EUR";"Behoedzaam 09-2014 tot 12-2015";"Behoedzaam 09-2014 t";"1060";"1060";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"2072883";"1000";"EUR";"Defensief vanaf 12-2015";"Defensief vanaf 12-2";"1061";"1061";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"2072881";"1000";"EUR";"Defensief 09-2014 tot 12-2015";"Defensief 09-2014 to";"1059";"1059";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
